,"$170,615 ",$53.00 , $53 ,$66.00 ,"AFN 3,731,133",AFN 0,,خریداری تحفه توسط حاجی رفیع الله بابت تعمیرللندر 4,4-Dec-25,242,
,"$170,645 ",$30.30 ,,$66.00 ,"AFN 3,733,133","AFN 2,000",,خریداری تیل پطرول به موتر کرولا نقره ایی للندر 4,5-Dec-25,243,
,"$170,647 ",$1.97 ,,$66.00 ,"AFN 3,733,263",AFN 130,,خریداری گچ کلان به تعمیرللندر 4,6-Dec-25,244,
,"$170,799 ",$151.52 ,,$66.00 ,"AFN 3,743,263","AFN 10,000",,پرداخت معاش  عنایت الله بابت ماه عقرب 1404,7-Dec-25,245,
,"$171,099 ",$300.00 ,,$66.00 ,"AFN 3,763,063","AFN 19,800",,پیش پرداخت برای گلبدین بابت سیم تابی تعمیرللندر 4,8-Dec-25,246,
,"$171,100 ",$1.36 ,,$66.00 ,"AFN 3,763,153",AFN 90,,خریداری گاز مایع و پیچ به جنراتور تعمیرللندر 4,8-Dec-25,247,
,"$171,109 ",$9.09 ,,$66.00 ,"AFN 3,763,753",AFN 600,,خریداری دستکش و لابرتیپ به تعمیرللندر 4,8-Dec-25,248,
,"$171,132 ",$22.73 ,,$66.00 ,"AFN 3,765,253","AFN 1,500",,پیش پرداخت برای هارون ولد فیض محمد بابت ماه قوس 1404 بابت تعمیرللندر4,8-Dec-25,249,
,"$171,207 ",$75.00 ,,$66.00 ,"AFN 3,770,203","AFN 4,950",,خریداری سیم جستی به تعمیرللندر 4,8-Dec-25,250,
,"$171,358 ",$151.52 ,,$66.00 ,"AFN 3,780,203","AFN 10,000",,پیش پرداخت برای سنگ فرش بولدر تعمیرللندر 4,8-Dec-25,251,
,"$171,404 ",$45.45 ,,$66.00 ,"AFN 3,783,203","AFN 3,000",,پیش پرداخت برای محمد اکرم ولد عبدالمحمود بابت ماه قوس 1404 تعمیرللندر 4,9-Dec-25,252,
,"$171,434 ",$30.30 ,,$66.00 ,"AFN 3,785,203","AFN 2,000",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,9-Dec-25,253,
,"$171,442 ",$7.58 ,,$66.00 ,"AFN 3,785,703",AFN 500,,خریداری کارت مبایل برای انجنیر صفی الله ,9-Dec-25,254,
,"$171,449 ",$7.58 ,,$66.00 ,"AFN 3,786,203",AFN 500,,خریداری کارت مبایل برای احمد فرید للندر ,9-Dec-25,255,
,"$177,101 ","$5,651.52 ",,$66.00 ,"AFN 4,159,203","AFN 373,000",,پرداخت برای حاجی عبدالکریم بابت خریداری سمنت ایرانی به کانکریت ریزی پایل های تعمیرللندر4,9-Dec-25,256,
,"$177,480 ",$378.79 ,,$66.00 ,"AFN 4,184,203","AFN 25,000",,پرداخت معاش باقیمانده انجنیر صفی الله بابت ماه قوس 1404,9-Dec-25,257,
,"$177,491 ",$11.21 ,,$66.00 ,"AFN 4,184,943",AFN 740,,خریداری جاین کلفت و دستکش به تعمیرللندر 4,9-Dec-25,258,
,"$177,497 ",$6.67 ,,$66.00 ,"AFN 4,185,383",AFN 440,,"خریداری متر ,پایپ و دسته بیل به تعمیرللندر4",9-Dec-25,259,
,"$177,516 ",$18.18 ,,$66.00 ,"AFN 4,186,583","AFN 1,200",,خریداری 5 کواتر برای مبلایل تبدیلی جنراتور تعمیرللندر 4,9-Dec-25,260,
,"$177,519 ",$3.79 ,,$66.00 ,"AFN 4,186,833",AFN 250,,خریداری گاز مایع به دفتر ساحوی تعمیرللندر 4,9-Dec-25,261,
,"$177,822 ",$303.03 ,,$66.00 ,"AFN 4,206,833","AFN 20,000",,پرداخت برای غلام علی مکسر کار بابت کانکریت ریزی شفته ریزی بالای سنگ های بولدر تعمیرللندر4,9-Dec-25,262,
,"$177,853 ",$30.30 ,,$66.00 ,"AFN 4,208,833","AFN 2,000",,پرداخت اجرت گلگار های تعمیرللندر 4 بابت شفته ریزی بالای سنگ فرش تعمیرللندر 4,9-Dec-25,263,
,"$178,118 ",$265.15 ,,$66.00 ,"AFN 4,226,333","AFN 17,500",,پرداخت معاش انجنیر محبوب الله ولد محب الله بابت ماه میزان 1404 بابت تعمیرللندر4,9-Dec-25,264,
,"$178,497 ",$378.79 ,,$66.00 ,"AFN 4,251,333","AFN 25,000",,پرداخت معاش محبوب الله ولد محب الله بابت ماه عقرب 1404 بابت تعمیرللندر4,9-Dec-25,265,
,"$180,120 ","$1,623.74 ",,$66.00 ,"AFN 4,358,500","AFN 107,167",,پرداخت اجرت ساعتوار اسکواتور آدم خان از تاریخ 01 دسمبر 2025 الی 09 دسمبر 2025,9-Dec-25,266,
,"$195,120 ","$15,000.00 "," $15,000 ",$66.00 ,"AFN 4,358,500",AFN 0,,پیش پرداخت برای شرکت کانکریت ریزی پلانت افغان پلانت بابت پایل های اساسی تعمیرللندر4,9-Dec-25,267,
,"$196,331 ","$1,210.29 ",,$66.10 ,"AFN 4,438,500","AFN 80,000",,پیش پرداخت برای گلبدین بابت سیم تابی تعمیرللندر (بخاطر خریداری ماشین سیم تابی,10-Dec-25,268,
,"$200,869 ","$4,538.58 ",,$66.10 ,"AFN 4,738,500","AFN 300,000",,پرداخت برای خان حکیم بابت حفاری پایل های تعمیرللندر 4 توسط برادر زاده اش به اسم مجیب الرحمن,10-Dec-25,269,
,"$218,898 ","$18,028.59 ",,$66.10 ,"AFN 5,930,190","AFN 1,191,690",,"پرداخت برای تصفیه حساب مکمل آدم خان بابت کندن کاری های تهکوی ,انتقال مواد اضافی دمپر و اجرت کرن در تعمیرللندر4",10-Dec-25,270,
,"$219,712 ",$813.66 ,,$66.10 ,"AFN 5,983,973","AFN 53,783",,پرداخت تصفیه حساب نورالدین بابت سیم تابی تعمیرللندر 4 بابت تغیر قیمت سیم تابی از 3000 هزار افغانی فی تن به نرخ 4000 افغانی فی تن توسط انجنیر صفی الله و دفتر,10-Dec-25,271,
,"$220,241 ",$529.50 ,,$66.10 ,"AFN 6,018,973","AFN 35,000",,"پرداخت برای محمد نسیم کرن کار بابت انتقال , بارگیری و پایئن نمودن پایل های تعمیرللندر4",10-Dec-25,272,
,"$220,259 ",$18.18 ,,$66.00 ,"AFN 6,020,173","AFN 1,200",,پرداخت کرای موتر بابت انتقال و بارگیری سپیسر تعمیرللندر 4,11-Dec-25,273,
,"$221,004 ",$744.70 ,,$66.00 ,"AFN 6,069,323","AFN 49,150",,پرداخت برای شرکت تجارتی مرتضی هاشمی بابت خریداری مواد ضد نم به تعمیرللندر 4,11-Dec-25,274,
,"$221,105 ",$100.95 ,,$66.00 ,"AFN 6,075,986","AFN 6,663",,پرداخت برای اجرت ساخت لوحه تعمیرللندر 4,11-Dec-25,275,
,"$221,147 ",$41.67 ,,$66.00 ,"AFN 6,078,736","AFN 2,750",,خریداری تیل پطرول به موتر کرولا نقره ایی ,11-Dec-25,276,
,"$221,200 ",$53.03 ,,$66.00 ,"AFN 6,082,236","AFN 3,500",,خریداری سیم جستی به تعمیرللندر 4,11-Dec-25,277,
,"$221,300 ",$100.00 , $100 ,$66.00 ,"AFN 6,082,236",AFN 0,,پرداخت برای انجنیر قدیر نبوی بابت دیزائین نما بیرونی تعمیرللندر 4,11-Dec-25,278,
,"$221,353 ",$53.03 ,,$66.00 ,"AFN 6,085,736","AFN 3,500",,پرداخت برای مستری بابت ویرینگ کاری جنراتور تعمیرللندر 4,13-Dec-25,279,
,"$221,356 ",$3.03 ,,$66.00 ,"AFN 6,085,936",AFN 200,,خریداری تیل پطرول به موتر سایکل ساحوی تعمیرللندر 4,13-Dec-25,280,
,"$221,358 ",$2.27 ,,$66.00 ,"AFN 6,086,086",AFN 150,,پرداخت ترازو موتر سیخ گول به تعمیرللندر 4,13-Dec-25,281,
,"$221,359 ",$0.91 ,,$66.00 ,"AFN 6,086,146",AFN 60,,خریداری قفل به جنراتور تعمیرللندر 4,13-Dec-25,282,
,"$221,393 ",$34.70 ,,$66.00 ,"AFN 6,088,436","AFN 2,290",,پرداخت برای کاپی نقشه های تعمیرللندر 4,13-Dec-25,283,
,"$221,403 ",$9.09 ,,$66.00 ,"AFN 6,089,036",AFN 600,,"خریداری آفتابه ,قاشق و غیره به تعمیرللندر 4",13-Dec-25,284,
,"$221,433 ",$30.30 ,,$66.00 ,"AFN 6,091,036","AFN 2,000",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,13-Dec-25,285,
,"$221,509 ",$75.76 ,,$66.00 ,"AFN 6,096,036","AFN 5,000",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,13-Dec-25,286,
,"$221,539 ",$30.30 ,,$66.00 ,"AFN 6,098,036","AFN 2,000",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,13-Dec-25,287,
,"$221,645 ",$106.06 ,,$66.00 ,"AFN 6,105,036","AFN 7,000",,خریداری سنگ سیاه آسپیسر به تعمیرللندر 4,13-Dec-25,288,
,"$221,698 ",$53.03 ,,$66.00 ,"AFN 6,108,536","AFN 3,500",,خریداری بطری به جنراتور تعمیرللندر4,13-Dec-25,289,
,"$221,728 ",$30.30 ,,$66.00 ,"AFN 6,110,536","AFN 2,000",,پرداخت برای انتقال و بارگیری جنراتور تعمیرللندر4,13-Dec-25,290,
,"$221,828 ",$100.00 , $100 ,$66.00 ,"AFN 6,110,536",AFN 0,,پرداخت برای مستری بابت پیدا کردن جنراتور به تعمیرللندر 4,13-Dec-25,291,
,"$221,834 ",$6.05 ,,$66.10 ,"AFN 6,110,936",AFN 400,,پرداخت برای انتقال بوجی های خالی سمنت از تعمیرللندر 6 به تعمیرللندر 4,14-Dec-25,292,
,"$221,987 ",$152.50 ,,$66.10 ,"AFN 6,121,016","AFN 10,080",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,14-Dec-25,293,
,"$221,990 ",$2.72 ,,$66.10 ,"AFN 6,121,196",AFN 180,,خریداری پرزه جات از قبیل کلج  و غیره به جنراتور خورد دیزلی تعمیرللندر 4,14-Dec-25,294,
,"$222,005 ",$15.13 ,,$66.10 ,"AFN 6,122,196","AFN 1,000",,پیش پرداخت برای زین الله ولد محمد ظاهر بابت ماه جدی 1404,14-Dec-25,295,
,"$222,015 ",$10.59 ,,$66.10 ,"AFN 6,122,896",AFN 700,,"خریداری چپ راست به تعمیر للندر 4 ,خریداری پلک برقی به تعمیرللندر 4 ,خریداری چپ راست , زلفی و قلفک به تعمیرللندر 4 ,خریداری کتابچه , قفل خورد و قفل کلان به تعمیرللندر 4",14-Dec-25,296,
,"$222,030 ",$15.13 ,,$66.10 ,"AFN 6,123,896","AFN 1,000",,خریداری تیل پطرول به موتر کرولا نقره ایی,14-Dec-25,297,
,"$222,043 ",$12.10 ,,$66.10 ,"AFN 6,124,696",AFN 800,,خریداری 40 متر پلاستیک به تعمیرللندر 4 ,14-Dec-25,298,
,"$222,058 ",$15.89 ,,$66.10 ,"AFN 6,125,746","AFN 1,050",,خریداری مبلایل و فلتر مبلایل به جنراتور تعمیرللندر 4,15-Dec-25,299,
,"$222,133 ",$74.89 ,,$66.10 ,"AFN 6,130,696","AFN 4,950",,خریداری سه بندل سیم جستی به تعمیرللندر 4,15-Dec-25,300,
,"$222,148 ",$15.13 ,,$66.10 ,"AFN 6,131,696","AFN 1,000",,پیش پرداخت برای محمد اکرم ولد عبدالمحود بابت ماه قوس 1404,15-Dec-25,301,
,"$222,219 ",$70.42 ,,$66.20 ,"AFN 6,136,358","AFN 4,662",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,16-Dec-25,302,
,"$222,221 ",$2.42 ,,$66.20 ,"AFN 6,136,518",AFN 160,,خریداری پلاستیک به جنراتور تعمیرللندر4,16-Dec-25,303,
,"$222,224 ",$2.27 ,,$66.20 ,"AFN 6,136,668",AFN 150,,خریداری گلماله به تعمیرللندر 4,16-Dec-25,304,
,"$222,227 ",$3.17 ,,$66.20 ,"AFN 6,136,878",AFN 210,,خریداری پلاستیک به تعمیرللندر 4,16-Dec-25,305,
,"$222,233 ",$6.65 ,,$66.20 ,"AFN 6,137,318",AFN 440,,"خریداری دسته بیل ,متر و پایپ به تعمیرللندر 4",16-Dec-25,306,
,"$222,308 ",$74.77 ,,$66.20 ,"AFN 6,142,268","AFN 4,950",,خریداری سیم 1.5 ملی جستی به تعمیرللندر 4,16-Dec-25,307,
,"$222,329 ",$21.15 ,,$66.20 ,"AFN 6,143,668","AFN 1,400",,"خریداری متر , رجه ,قلم و توش به تعمیرللندر 4",16-Dec-25,308,
,"$222,332 ",$3.02 ,,$66.20 ,"AFN 6,143,868",AFN 200,,پرداخت برای کرای تکسی بخاطر جنراتور تعمیر للندر 4,16-Dec-25,309,
,"$222,337 ",$4.53 ,,$66.20 ,"AFN 6,144,168",AFN 300,,پرداخت برای فرید للندر بخاطر کارت مبایل,16-Dec-25,310,
,"$222,355 ",$18.13 ,,$66.20 ,"AFN 6,145,368","AFN 1,200",,خریداری آرمیچر به جنراتور تعمیرللندر 4,16-Dec-25,311,
,"$223,355 ","$1,000.00 ",,$66.20 ,"AFN 6,211,568","AFN 66,200",,پرداخت برای گلبدین بابت سیم تابی تعمیرللندر 4,17-Dec-25,312,
,"$223,367 ",$11.78 ,,$66.20 ,"AFN 6,212,348",AFN 780,,خریداری فیوز و قفل به تعمیرللندر 4,17-Dec-25,313,
,"$223,397 ",$30.21 ,,$66.20 ,"AFN 6,214,348","AFN 2,000",,پرداخت کرای انتقال جنراتور واپس شده از تعمیرللندر 4 به دوکان جنراتور فروشی,17-Dec-25,314,
,"$223,427 ",$30.17 ,,$66.30 ,"AFN 6,216,348","AFN 2,000",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,18-Dec-25,315,
,"$223,540 ",$113.12 ,,$66.30 ,"AFN 6,223,848","AFN 7,500",,پرداخت برای نسیم کرن کار بابت پائین کردن پایل های تعمیرللندر 4,18-Dec-25,316,
,"$223,542 ",$1.51 ,,$66.30 ,"AFN 6,223,948",AFN 100,,خریداری گاز مایع به تعمیرللندر 4,18-Dec-25,317,
,"$223,544 ",$2.26 ,,$66.30 ,"AFN 6,224,098",AFN 150,,پرداخت برای برای گلکار تعمیرللندر 4 بطور بخشش توسط انجنیر صفی الله ,18-Dec-25,318,
,"$223,547 ",$2.71 ,,$66.30 ,"AFN 6,224,278",AFN 180,,خریداری گاز مایع به تعمیرللندر 4,18-Dec-25,319,
,"$223,551 ",$4.52 ,,$66.30 ,"AFN 6,224,578",AFN 300,,پرداخت برای کرای تکسی بابت انتقال لایزر از پروژه للندر 6 به تعمیرللندر 4,18-Dec-25,320,
,"$223,594 ",$42.30 ,,$66.20 ,"AFN 6,227,378","AFN 2,800",,خریداری تیل پطرول به موتر کرولا نقره ایی,19-Dec-25,321,
,"$223,601 ",$7.55 ,,$66.20 ,"AFN 6,227,878",AFN 500,,خریداری گاز و سرکی گاز به تعمیرللندر 4,20-Dec-25,322,
,"$223,606 ",$5.13 ,,$66.30 ,"AFN 6,228,218",AFN 340,,خریداری تیل پطر ول به ویبراتور های للندر4,21-Dec-25,323,
,"$223,611 ",$4.98 ,,$66.30 ,"AFN 6,228,548",AFN 330,,خریداری تیل پطر ول به ویبراتور های للندر4,21-Dec-25,324,
,"$223,686 ",$74.66 ,,$66.30 ,"AFN 6,233,498","AFN 4,950",,خریداری سیم جستی به تعمیرللندر4,21-Dec-25,325,
,"$223,717 ",$31.52 ,,$66.30 ,"AFN 6,235,588","AFN 2,090",,"خریداری پلاستیک , گلماله و دستکش به تعمیرللندر 4",21-Dec-25,326,
,"$223,808 ",$90.50 ,,$66.30 ,"AFN 6,241,588","AFN 6,000",,پرداخت اجرت سه نفر گلکار باب کانکریت ریزی فوندیشن تعمیرللندر 4,21-Dec-25,327,
,"$223,823 ",$15.08 ,,$66.30 ,"AFN 6,242,588","AFN 1,000",,خریداری تیل دیزل به جنرتور تعمیرللندر 4,21-Dec-25,328,
,"$223,880 ",$57.32 ,,$66.30 ,"AFN 6,246,388","AFN 3,800",,خریداری پایپ ویبراتور جنرال به کانکریت ریزی تعمیرللندر 4,21-Dec-25,329,
,"$223,905 ",$24.89 ,,$66.30 ,"AFN 6,248,038","AFN 1,650",,پرداخت برای کاپی 4 جلد نقشه های تعمیرللندر 4,21-Dec-25,330,
,"$223,918 ",$12.82 ,,$66.30 ,"AFN 6,248,888",AFN 850,,خریداری رنگ روغنی و برس به تعمیرللندر 4 بخاطر تخته های قالبکاری,21-Dec-25,331,
,"$223,926 ",$8.30 ,,$66.30 ,"AFN 6,249,438",AFN 550,,"خریداری قلفک , بوره و چاکلیت به تعمیرللندر 4",21-Dec-25,332,
,"$223,956 ",$30.17 ,,$66.30 ,"AFN 6,251,438","AFN 2,000",,پیش برای هارون ولد فیض محمد بابت ماه قوس 1404,21-Dec-25,333,
,"$223,983 ",$26.59 ,,$66.20 ,"AFN 6,253,198","AFN 1,760",,خریداری سرش مازدا و مبلایل به جنراتور تعمیرللندر 4,22-Dec-25,334,
,"$223,988 ",$5.29 ,,$66.20 ,"AFN 6,253,548",AFN 350,,خریداری بکسوانه 19 و 17 به تعمیرللندر 4,22-Dec-25,335,
,"$226,029 ","$2,041.09 ",,$66.20 ,"AFN 6,388,668","AFN 135,120",,پرداخت و تصفیه حساب حکیم خان بابت حفاری پایل های اساسی سکشن B تعمیرللندر4,22-Dec-25,336,
,"$226,180 ",$151.06 ,,$66.20 ,"AFN 6,398,668","AFN 10,000",,پرداخت برای محمد نوید ولد محمد عالم بابت ماه قوس 1404,22-Dec-25,337,
,"$226,321 ",$140.03 ,,$66.20 ,"AFN 6,407,938","AFN 9,270",,خریداری بخاری برای انجنیر ناحیه سه بابت تعمیرللندر 4,22-Dec-25,338,
,"$226,370 ",$49.85 ,,$66.20 ,"AFN 6,411,238","AFN 3,300",,خریداری سیم جستی به تعمیرللندر 4,22-Dec-25,339,
,"$226,401 ",$30.21 ,,$66.20 ,"AFN 6,413,238","AFN 2,000",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,22-Dec-25,340,
,"$226,419 ",$18.13 ,,$66.20 ,"AFN 6,414,438","AFN 1,200",,خریداری تیل پطرول به موتر کرولا نقره ایی,22-Dec-25,341,
,"$226,467 ",$47.89 ,,$66.20 ,"AFN 6,417,608","AFN 3,170",,"خریداری پروجکتور,لین,گروپ به لوحه تبلیغاتی تعمیرللندر 4",22-Dec-25,342,
,"$226,482 ",$15.11 ,,$66.20 ,"AFN 6,418,608","AFN 1,000",,خریداری 4 کواتر رنگ روغنی به چرپ کاری تخته های قالبکاری تعمیرللندر 4,22-Dec-25,343,
,"$226,489 ",$7.54 ,,$66.30 ,"AFN 6,419,108",AFN 500,,خریدار تیل دیزل به جنراتور تعمیرللندر4,23-Dec-25,344,
,"$226,502 ",$12.67 ,,$66.30 ,"AFN 6,419,948",AFN 840,,"خریداری دو درجن گیلاس, دستر خوان و جاروب به دفتر ساحوی تعمیرللندر 4",23-Dec-25,345,
,"$226,517 ",$15.08 ,,$66.30 ,"AFN 6,420,948","AFN 1,000",,خریداری تیل پطرول به ویبراتور تعمیرللندر4,23-Dec-25,346,
,"$226,522 ",$5.28 ,,$66.30 ,"AFN 6,421,298",AFN 350,,خریدرای بکسوانه و دسته بکسوانه به تعمیرللندر4,23-Dec-25,347,
,"$226,525 ",$2.71 ,,$66.30 ,"AFN 6,421,478",AFN 180,,خریداری پرزه جنراتور به تعمیرللندر4,23-Dec-25,348,
,"$226,548 ",$23.23 ,,$66.30 ,"AFN 6,423,018","AFN 1,540",,پرداخت برای کاپی نقشه های تعمیرللندر 4,23-Dec-25,349,
,"$226,586 ",$37.71 ,,$66.30 ,"AFN 6,425,518","AFN 2,500",,خریداری تیل دیزل جنراتور تعمیرللندر4,23-Dec-25,350,
,"$226,619 ",$33.18 ,,$66.30 ,"AFN 6,427,718","AFN 2,200",,پرداخت برای مصارفات غذایی کاریگران شب کانکریت ریزی فوندیش تعمیرللندر4,23-Dec-25,351,
,"$226,624 ",$4.52 ,,$66.38 ,"AFN 6,428,018",AFN 300,,خریداری تیل پطرول به ویبراتور تعمیرللندر4,24-Dec-25,352,
,"$226,699 ",$75.32 ,,$66.38 ,"AFN 6,433,018","AFN 5,000",,برداشت فرید للندر بابت ماه جدی 1404 بابت تعمیرللندر 4,24-Dec-25,353,
,"$226,789 ",$90.39 ,,$66.38 ,"AFN 6,439,018","AFN 6,000",,پرداخت معاش باقیمانده محمد اکرم ولد عبدامحمود بابت ماه قوس 1404 تعمیرللندر4,24-Dec-25,354,
,"$229,542 ","$2,752.34 ",,$66.38 ,"AFN 6,621,718","AFN 182,700",,"پرداخت برای شرکت مواد ساختمانی شیرباز بابت خریداری سنگ بولدر , ریگ شسته و جغل بادامی به تعمیرللندر 4",24-Dec-25,355,
,"$229,650 ",$108.63 ,,$66.38 ,"AFN 6,628,929","AFN 7,211",,پرداخت معاش شریف الله ولد فیض محمد بابت ماه قوس 1404 تعمیرللندر4,24-Dec-25,356,
,"$229,748 ",$97.92 ,,$66.38 ,"AFN 6,635,429","AFN 6,500",,پرداخت معاش هارون ولد فیض محمد بابت ماه قوس 1404 تعمیرللندر4,24-Dec-25,357,
,"$229,751 ",$2.41 ,,$66.38 ,"AFN 6,635,589",AFN 160,,خریداری لپاتکه به تعمیرللندر4,24-Dec-25,358,
,"$229,754 ",$3.77 ,,$66.38 ,"AFN 6,635,839",AFN 250,,خریداری سه ساکته به تعمیرللندر4,24-Dec-25,359,
,"$229,756 ",$1.51 ,,$66.38 ,"AFN 6,635,939",AFN 100,,خریداری تخم مرغ به دفتر ساحوی تعمیرللندر 4,24-Dec-25,360,
,"$229,768 ",$12.05 ,,$66.38 ,"AFN 6,636,739",AFN 800,,خریداری جوس به مهمانان تعمیرللندر 4,24-Dec-25,361,
,"$229,798 ",$30.30 ,,$66.00 ,"AFN 6,638,739","AFN 2,000",,خریداری مبلایل سوخته به چرپ کاری قالب های تعمیرللندر4,24-Dec-25,362,
,"$259,798 ","$30,000.00 "," $30,000 ",$66.00 ,"AFN 6,638,739",AFN 0,,پرداخت قسط الو برای شرکت کانکریت ریزی پلانت افغان (انجنیر عبدالصبور)بابت فوندیشن تعمیرللندر4,24-Dec-25,363,
,"$259,957 ",$158.37 ,,$66.30 ,"AFN 6,649,239","AFN 10,500",,پرداخت برای حاجی شریف بابت خریداری مواد فلز کاری به تعمیرللندر4,25-Dec-25,364,
,"$259,987 ",$30.17 ,,$66.30 ,"AFN 6,651,239","AFN 2,000",,پرداخت و تصفیه حساب مکمل محمد اکرم ولد عبدالمحمود بابت 6 روزه ماه جدی 1404,27-Dec-25,365,
,"$259,993 ",$6.03 ,,$66.30 ,"AFN 6,651,639",AFN 400,,پرداخت برای محمد اکرم ولد عبدالمحمود بطور بخششی,27-Dec-25,366,
,"$260,008 ",$15.11 ,,$66.20 ,"AFN 6,652,639","AFN 1,000",,پیش پرداخت برای زین الله ولد محمد ظاهر بابت ماه جدی 1404,27-Dec-25,367,
,"$260,038 ",$30.30 ,,$66.00 ,"AFN 6,654,639","AFN 2,000",,خریداری تیل دیزل به جنراتور تعمیرللندر 4,28-Dec-25,368,
,"$260,468 ",$429.55 ,,$66.00 ,"AFN 6,682,989","AFN 28,350",,"خریداری مواد خوراکه از قبیل , برنج , روغن , لوبیا,نخود,مرچ , نمک,مصاله جات ,روب , مایع ظرفشویی,کچالو , پیاز و غیره  به تعمیرللندر 4",28-Dec-25,369,
,"$260,470 ",$1.97 ,,$66.00 ,"AFN 6,683,119",AFN 130,,خریداری کنترول ولت 5 کیلووات به جنراتور تعمیرللندر4,28-Dec-25,370,
,"$260,528 ",$58.73 ,,$66.00 ,"AFN 6,686,995","AFN 3,876",,پرداخت برای مصارف لوحه تبلیغاتی تعمیرللندر4,28-Dec-25,371,
,"$260,532 ",$3.64 ,,$66.00 ,"AFN 6,687,235",AFN 240,,خریداری گاز مایع به تعمیرللندر4,28-Dec-25,372,
,"$260,608 ",$75.76 ,,$66.00 ,"AFN 6,692,235","AFN 5,000",,برداشت فرید للندر بابت ماه جدی 1404,28-Dec-25,373,
,"$261,112 ",$503.64 ,,$66.00 ,"AFN 6,725,475","AFN 33,240",,پرداخت برای گلبدین بابت سیم تابی تعمیرللندر 4,28-Dec-25,374,
,"$261,141 ",$29.32 ,,$66.00 ,"AFN 6,727,410","AFN 1,935",,پرداخت برای خبازی عبدالمطلب بابت خریداری نان خشک به تعمیرللندر 4,28-Dec-25,375,
,"$261,148 ",$7.58 ,,$66.00 ,"AFN 6,727,910",AFN 500,,خریداری کنترول بار به جنراتور تعمیرللندر 4,28-Dec-25,376,
,"$261,315 ",$166.67 ,,$66.00 ,"AFN 6,738,910","AFN 11,000",,پرداخت شرکت هرات الکتریک بابت خریداری کیبل فکسولی صندوق برق دولتی به تعمیرللندر 4,29-Dec-25,377,
,"$261,370 ",$54.55 ,,$66.00 ,"AFN 6,742,510","AFN 3,600",,خریداری پیپ ویبراتور ساده به تعمیرللندر 4,30-Dec-25,378,
,"$261,385 ",$15.15 ,,$66.00 ,"AFN 6,743,510","AFN 1,000",,خریداری تیل پطرول به موتر کرولا نقره ایی بابت تعمیرللندر4,30-Dec-25,379,
,"$261,392 ",$7.58 ,,$66.00 ,"AFN 6,744,010",AFN 500,,خریداری شیر و کیک به کاریگران بابت کانکریت ریزی چت منزل اول تهکوی تعمیرللندر4,30-Dec-25,380,
,"$261,590 ",$197.58 ,,$66.00 ,"AFN 6,757,050","AFN 13,040",,خریداری سیم 1.5 جستی به تعمیرللندر4,31-Dec-25,381,
,"$261,596 ",$6.36 ,,$66.00 ,"AFN 6,757,470",AFN 420,,خریداری دستکش به کاریگران تعمیرللندر4,31-Dec-25,382,
,"$262,348 ",$751.52 ,,$66.00 ,"AFN 6,807,070","AFN 49,600",,پرداخت برای گلبدین بابت سیم تابی تعمیرللندر4,31-Dec-25,383,
,"$272,348 ","$10,000.00 "," $10,000 ",$66.00 ,"AFN 6,807,070",AFN 0,,پرداخت برای شرکت کانکریت ریزی افغان پلانت بابت کانکریت ریزی تعمیرللندر 4       (نوت: مبلغ هذا بتاریخ 31-دسمبر-2025 توسط جاوید سکندری پرداخت گردیده),31-Dec-25,384,
,"$272,349 ",$1.52 ,,$65.90 ,"AFN 6,807,170",AFN 100,,خریداری بوره به دفتر ساحوی تعمیرللندر 4,1-Jan-26,385,
,"$272,363 ",$13.66 ,,$65.90 ,"AFN 6,808,070",AFN 900,,"خریداری بوره , چای سیاه و چای سبز به دفتر ساحوی تعمیرللندر 4",1-Jan-26,386,
,"$272,393 ",$30.35 ,,$65.90 ,"AFN 6,810,070","AFN 2,000",,پیش پرداخت برای احمد فرید للندر بابت ماه جدی 1404 تعمیرللندر 4,1-Jan-26,387,
,"$272,439 ",$45.52 ,,$65.90 ,"AFN 6,813,070","AFN 3,000",,خریداری تیل پطرول به کرولا نقره ایی بابت تعمیرللندر 4,1-Jan-26,388,
,"$272,621 ",$182.09 ,,$65.90 ,"AFN 6,825,070","AFN 12,000",,پرداخت معاش صفی الله چوکیدار تعمیرللندر 4 بابت ماه جدی 1404,1-Jan-26,389,
,"$272,699 ",$77.94 ,,$65.90 ,"AFN 6,830,206","AFN 5,136",,پرداخت برای خبازی سمیع الله بابت خریداری نان خشک ماه قوس به تعمیرللندر 4,1-Jan-26,390,
,"$272,729 ",$30.35 ,,$65.90 ,"AFN 6,832,206","AFN 2,000",,پرداخت اجرت دو نفر گلکار بابت کانکریت ریزی چت منزل اول تهکوی تعمیرللندر 4,1-Jan-26,391,
,"$273,048 ",$318.66 ,,$65.90 ,"AFN 6,853,206","AFN 21,000",,پرداخت معراج الدین ولد دادالله بابت ماه قوس 1404 بابت تعمیرللندر4,1-Jan-26,392,
