,,,LALANDER 6 Building General Expenses sheet,,,,,,
,"$202,115 ",$55.72 ,,$66.40 ,"AFN 7,167,715","AFN 3,700",خریداری پایپ لابری به تعمیرللندر 6,1-Dec-25,128
,"$202,262 ",$146.23 ,,$66.40 ,"AFN 7,177,425","AFN 9,710","خریداری پایپ , زانو خم و برشینگ به تعمیرللندر 6",1-Dec-25,129
,"$202,266 ",$4.52 ,,$66.40 ,"AFN 7,177,725",AFN 300,خریداری کوتگه سامی به تعمیرللندر 6,1-Dec-25,130
,"$212,266 ","$10,000.00 ","$10,000 ",$66.40 ,"AFN 7,177,725",AFN 0,پرداخت برای جاوید سکندری بابت سیخ گول تعمیرللندر 6,2-Dec-25,131
,"$212,504 ",$238.35 ,,$66.12 ,"AFN 7,193,485","AFN 15,760","پرداخت برای مصارفات حاجی احسان الله از تاریخ 25 نوامبر الی 03 دسمبر 2025 از قبیل تیل دیزل به جنراتور,لحاف یک نفره ,بوره , نمک,سیمک, آب معدنی,گچ,لوبیا,نخود,بوره,چای سبز,روغن ,کچالو,اندل به جنراتور,تخم مرغ,تیل پطول به موتر,گاز مایع ,جین لین,اسپیری ,پنچری تایر کراچی و اجرت پائین کردن سمنت توسط مزدورکاران تعمیرللندر 6",3-Dec-25,132
,"$212,853 ",$348.15 ,,$66.12 ,"AFN 7,216,505","AFN 23,020","پرداخت برای مصارفات حاجی احسان الله از تاریخ 25 نوامبر الی 03 دسمبر 2025 از قبیل کرای رفت و آمد انجنیر وحید به للندر 4, کرای تکسی انجنیر محبوب الله و کرای موتر کارمندان به تعمیرللندر 6 ,پرداخت برای برقی ساحه بابت فیوز سوخته گی ,کرای تکسی سیخ از سرای مطیع الله,نان خشک , برشینگ ,تبدیل , تفلون, برق دستی ,آب نوشیدنی,جاین کلفت , دستکش ,مصاله دیگ , کتر , مبلایل تبدیلی جنراتور, و کری موتر و اجرت سه نفر مزدور کاران بابت پیش کردن سمنت به تعمیرللندر 6",3-Dec-25,133
,"$212,884 ",$31.76 ,,$66.12 ,"AFN 7,218,605","AFN 2,100",خریداری تیل دیزل به جنراتور تعمیرللندر 6,3-Dec-25,134
,"$218,134 ","$5,249.77 ",,$66.00 ,"AFN 7,565,090","AFN 346,485",پرداخت برای  حاجی عبدالکریم خریداری سیمنت ایرانی به کانکریت ریزی پایل های تعمیرللندر 6,4-Dec-25,135
,"$218,513 ",$378.79 ,,$66.00 ,"AFN 7,590,090","AFN 25,000",پرداخت برای علی داد مکسر کار بدست زمان برادرش بابت کانکریت ریزی پایل های تعمیرللندر 6,4-Dec-25,136
,"$222,750 ","$4,236.74 ",,$66.00 ,"AFN 7,869,715","AFN 279,625",پرداخت برای شرکت سلیمان داودزی بابت خریداری ریگ و کرش به پایل های تعمیرللندر 6,4-Dec-25,137
,"$227,750 ","$5,000.00 ",,$66.00 ,"AFN 8,199,715","AFN 330,000",پرداخت برای نور گل بابت کندن کاری تهکوی تعمیرللندر 6,4-Dec-25,138
,"$228,000 ",$250.00 ,,$66.00 ,"AFN 8,216,215","AFN 16,500",پرداخت برای نورالدین بابت سیم تابی پایل های تعمیرللندر 6,4-Dec-25,139
,"$228,129 ",$129.00 ,$129 ,$66.00 ,"AFN 8,216,215",AFN 0,خریداری تحفه توسط حاجی رفیع الله بابت تعمیرللندر 6,4-Dec-25,140
,"$238,664 ","$10,535.76 ",,$66.00 ,"AFN 8,911,575","AFN 695,360",پرداخت برای حاجی عبدالکریم بابت خریداری سمنت به تعمیرللندر 6,7-Dec-25,141
,"$239,195 ",$530.30 ,,$66.00 ,"AFN 8,946,575","AFN 35,000",پرداخت برای نورالدین بابت سیم تابی پایل های تعمیرللندر 6,7-Dec-25,142
,"$239,263 ",$68.80 ,,$66.13 ,"AFN 8,951,125","AFN 4,550",خریداری تیل پطرول به موتر هایلکس,7-Dec-25,143
,"$239,698 ",$434.47 ,,$66.15 ,"AFN 8,979,865","AFN 28,740","پرداخت برای مصارفات بل های حاجی احسان الله سهاک از تاریخ 03 دسمبر 2025 الی 10 دسمبر 2025 تعمیرلندر6 از قبیل گوشت مرغ ,پیاز ,سبزی,آب نوشیدنی ,تاسک وال ماشین,تیل دیزل,بیلر بخاطر کانکریت,کرای زرنج,کرای رفت و آمد از ساحه للندر 6 به دفتر کارته چهار,گاز مایع,پل چرخ,جور کردن فیوز سوخته گی صندوق برق,تیل دیزل به جنراتور,اجرت مزدور کاران بخاطر پیش نمودن سمنت ,کراچی از نل 40 ,مواد خوراکه, اجرت 4 نفر  تیل دیزل به جنراتور و لابرتیب به تعمیرللندر 6",10-Dec-25,144
,"$239,705 ",$7.56 ,,$66.15 ,"AFN 8,980,365",AFN 500,پیش پرداخت برای عبدالمتین بابت ماه قوس 1404,10-Dec-25,145
,"$239,713 ",$7.56 ,,$66.15 ,"AFN 8,980,865",AFN 500,پرداخت برای مصارفات بل های حاجی احسان الله سهاک از تاریخ 03 دسمبر 2025 الی 10 دسمبر 2025 تعمیرلندر6 پش پرداخت برای میرویس ولد عبدالبصیر بابت ماه قوس 1404,10-Dec-25,146
,"$239,769 ",$56.08 ,,$66.15 ,"AFN 8,984,575","AFN 3,710",پرداخت برای مصارفات بل های حاجی احسان الله سهاک از تاریخ 03 دسمبر 2025 الی 10 دسمبر 2025 تعمیرلندر6 رداخت برای مزدورکاران نورالدین بابت پائین نمودن سمنت و هموار کاری ساحه جاینت B و خریداری آب نوشیدنی به تعمیرللندر 6,10-Dec-25,147
,"$239,906 ",$136.96 ,,$66.15 ,"AFN 8,993,635","AFN 9,060"," پرداخت برای مصارفات بل های حاجی احسان الله سهاک از تاریخ 03 دسمبر 2025 الی 10 دسمبر 2025 تعمیرلندر6 از قبیل گوشت تیل دیزل , گاز مایع , پیچ کش برقی ,خرپیچ , سیمک دیگ ,آب نوشیدنی,اجرت 4 نفر مزدورکاران,بابت پیش کردن سمنت,تیل دیزل به جنراتور و خریداری پائیپ کرمچی به تعمیرللندر 6",10-Dec-25,148
,"$259,969 ","$20,062.59 ",,$66.15 ,"AFN 10,320,775","AFN 1,327,140",پرداخت برای حاجی عبدالکریم بابت خریداری سمنت ایرانی به کانکریت ریزی پایل های تعمیرللندر6,10-Dec-25,149
,"$266,155 ","$6,186.70 ",,$66.15 ,"AFN 10,730,025","AFN 409,250",پرداخت برای شرکت سلیمان داودزی توسط مشعل بابت خریداری ریگ و جغل به تعمیرللندر 6,10-Dec-25,150
,"$266,609 ",$453.51 ,,$66.15 ,"AFN 10,760,025","AFN 30,000",پرداخت برای علی داد مکسر کار بابت کانکریت ریزی پایل های اساسی تعمیرللندر6,10-Dec-25,151
,"$271,613 ","$5,003.78 ",,$66.15 ,"AFN 11,091,025","AFN 331,000",پرداخت برای نور گل بابت کندن کاری تعمیرللندر6 بدست مشعل به گفته نور گل توسط زنگ مبایل,10-Dec-25,152
,"$273,124 ","$1,511.72 ",,$66.15 ,"AFN 11,191,025","AFN 100,000",پرداخت برای نورالدین بابت سیم تابی پایل های تعمیرللندر6,10-Dec-25,153
,"$273,427 ",$302.34 ,,$66.15 ,"AFN 11,211,025","AFN 20,000",پرداخت برای محمد نسیم کرن کار بابت پائین نمودن پایل های تعمیرللندر6,10-Dec-25,154
,"$288,427 ","$15,000.00 ",,$66.15 ,"AFN 12,203,275","AFN 992,250",پرداخت برای عظیم الله جهادیار بابت حفاری پایل های اساسی تعمیرللندر6,11-Dec-25,155
,"$288,442 ",$15.12 ,,$66.15 ,"AFN 12,204,275","AFN 1,000",پرداخت برای انجنیر وحید الله صدیقی بخاطر انترنت و کارت مبایل  بابت تعمیرللندر6,11-Dec-25,156
,"$288,444 ",$2.27 ,,$66.15 ,"AFN 12,204,425",AFN 150,پرداخت کرای تکسی کاریگرها به تعمیرللندر 6,11-Dec-25,157
,"$288,517 ",$72.71 ,,$66.15 ,"AFN 12,209,235","AFN 4,810",خریداری تیل پطرول به موتر هایلکس ,11-Dec-25,158
,"$288,953 ",$435.70 ,,$66.10 ,"AFN 12,238,035","AFN 28,800",خریداری مواد ضد نم به کانکریت ریزی شفته بالای سنگ بولدر تعمیرللندر 6,14-Dec-25,159
,"$288,954 ",$1.36 ,,$66.10 ,"AFN 12,238,125",AFN 90,خریداری رجه به تعمیرللندر 6,14-Dec-25,160
,"$299,470 ","$10,515.89 ",,$66.10 ,"AFN 12,933,225","AFN 695,100",پرداخت برای حاجی عبدالکریم بابت خریداری سمنت به تعمیرللندر6,14-Dec-25,161
,"$299,492 ",$22.69 ,,$66.10 ,"AFN 12,934,725","AFN 1,500",پرداخت برای گلکار بابت شفته کاری تعمیرللندر6,14-Dec-25,162
,"$299,692 ",$200.00 ,$200 ,$66.10 ,"AFN 12,934,725",AFN 0,پرداخت برای انجنیر عبدالقدیر نبوی بابت تضمین جواز و انجنیر بابت امر تعمیرللندر 6,14-Dec-25,163
,"$299,871 ",$178.52 ,,$66.10 ,"AFN 12,946,525","AFN 11,800",خریداری و تهیه لباس برای  کارمندان ریاست صدور مجوز و کنترول ساختمانها بابت تعمیرللندر 6,14-Dec-25,164
,"$299,977 ",$105.90 ,,$66.10 ,"AFN 12,953,525","AFN 7,000",خریداری اسپیسر به تعمیرللندر 6,15-Dec-25,165
,"$300,977 ","$1,000.00 ",,$66.20 ,"AFN 13,019,725","AFN 66,200",پرداخت برای علی داد مکسر کار بابت کانکریت ریزی پایل های اساسی تعمیرللندر6,17-Dec-25,166
,"$301,242 ",$265.46 ,,$66.30 ,"AFN 13,037,325","AFN 17,600",پرداخت برای خریداری مواد ضد نم به تعمیرللندر 6,18-Dec-25,167
,"$306,521 ","$5,279.03 ",,$66.30 ,"AFN 13,387,325","AFN 350,000",پرداخت برای حاجی عبدالکریم بابت خریداری سمنت ایرانی به تعمیرللندر 6,18-Dec-25,168
,"$308,021 ","$1,500.00 ",,$66.30 ,"AFN 13,486,775","AFN 99,450",پرداخت برای نورالدین بابت سیم تابی تعمیرللندر 6,18-Dec-25,169
,"$309,914 ","$1,892.91 ",,$66.30 ,"AFN 13,612,275","AFN 125,500",پرداخت برای شرکت ساختمانی سلیمان داودزی بابت خریداری ریگ شسته و جغل بادامی به تعمیرللندر 6,18-Dec-25,170
,"$310,077 ",$162.90 ,,$66.30 ,"AFN 13,623,075","AFN 10,800",پرداخت برای نسیم کرن کار بابت پائین کردن پایل های تعمیرللندر 6,18-Dec-25,171
,"$310,577 ",$500.00 ,,$66.20 ,"AFN 13,656,175","AFN 33,100",پرداخت برای نورالدین بابت سیم تابی تعمیرللندر6 ,20-Dec-25,172
,"$337,083 ","$26,506.03 ",,$66.30 ,"AFN 15,413,525","AFN 1,757,350",پرداخت و تصفیه حساب عظیم الله بابت حفاری پایل های اساسی تعمیرللندر 6,21-Dec-25,173
,"$337,875 ",$792.23 ,,$66.30 ,"AFN 15,466,050","AFN 52,525",پرداخت و تصفیه حساب باقیمانده عظیم الله بابت حفاری پایل های تحکیماتی تعمیرللندر 6,21-Dec-25,174
,"$337,941 ",$65.15 ,,$66.00 ,"AFN 15,470,350","AFN 4,300",خریداری تیل پطرول A90 به موتر هایلکس بابت تعمیرللندر 6,22-Dec-25,175
,"$337,983 ",$42.75 ,,$65.50 ,"AFN 15,473,150","AFN 2,800",پرداخت برای مبلایل تبدیلی و فلتر مبلایل به موتر هایلکس بابت تعمیرللندر6,23-Dec-25,176
,"$338,398 ",$414.79 ,,$66.00 ,"AFN 15,500,526","AFN 27,376","پرداخت برای حاجی احسان الله سهاک بابت مصارفات تاریخ های مختلف به تعمیرللندر6 از تاریخ 10 دسمبر 2025 الی 24 دسمبر 2025 از قبیل خریداری گاز مایع به دفتر ساحوی , اسپیسر , تیل دیزل به جنراتور ,فیوز 20 امپیر,ساکت واتر پمپ ,لابرتیب ضد آب , استپلر,پلاستیک شیت ,سیخ ولدینگ ,مواد خوراکه ,کلند ,چای خشک , کچالو ,نل 1"" ,و غیره ضرویات مواد ساختمانی به تعمیرللندر 6 ",24-Dec-25,177
,"$338,595 ",$196.97 ,,$66.00 ,"AFN 15,513,526","AFN 13,000",پرداخت برای نورالدین بابت ازاجرت 43 نفر مزدورکار بابت پائین نمودن سمنت های خریداری شده به تعمیرللندر 6,24-Dec-25,178
,"$338,633 ",$37.88 ,,$66.00 ,"AFN 15,516,026","AFN 2,500",پرداخت برای اجرت اجاره کار در جاینت B تعمیرللندر 6 ,24-Dec-25,179
,"$338,635 ",$1.67 ,,$66.00 ,"AFN 15,516,136",AFN 110,خریداری بولت 12 و سر شاخ به تعمیرللندر6,24-Dec-25,180
,"$338,718 ",$83.33 ,,$66.00 ,"AFN 15,521,636","AFN 5,500",پرداخت برای قربان کرن کار بابت پائین نمودن 4 حلقه پایل رمپ تعمیرللندر 6,24-Dec-25,181
,"$340,289 ","$1,571.00 ",,$66.20 ,"AFN 15,625,636","AFN 104,000","پرداخت برای شرکت مواد ساختمانی سلیمان داودزی بابت خریداری ریگ شسته , جغل بادامی به تعمیرللندر 6",24-Dec-25,182
,"$340,742 ",$453.17 ,,$66.20 ,"AFN 15,655,636","AFN 30,000",پرداخت برای علی داد مکسر کار بابت کانکریت ریزی پایل های اساسی تعمیرللندر6,24-Dec-25,183
,"$340,893 ",$151.06 ,,$66.20 ,"AFN 15,665,636","AFN 10,000",پیش پرداخت برای انجنیر وحید الله ولد حبیب الله بابت ماه قوس 1404 للندر 6,24-Dec-25,184
,"$341,113 ",$220.21 ,,$66.30 ,"AFN 15,680,236","AFN 14,600",پرداخت و تصفیه حساب محمد نسیم کرن کار بابت پائین کردن پایل های تعمیرللندر6 بدست رحمت الله ,25-Dec-25,185
,"$341,181 ",$67.67 ,,$66.20 ,"AFN 15,684,716","AFN 4,480",خریداری تیل پطرول به موتر هایلکس بابت تعمیرللندر 6,28-Dec-25,186
,"$341,859 ",$677.95 ,,$66.20 ,"AFN 15,729,596","AFN 44,880",پرداخت شرکت هرات الکتریک بابت خریداری کیبل مغان به تعمیرللندر 6,29-Dec-25,187
,"$341,867 ",$7.58 ,,$66.00 ,"AFN 15,730,096",AFN 500,خریداری تیل پطرول به موتر کرولا نقره ایی استفاده به للندر 6,30-Dec-25,188
,"$342,018 ",$151.52 ,,$66.00 ,"AFN 15,740,096","AFN 10,000",پرداخت معاش محمد نادر ولد صوفی مقبول شاه بابت ماه قوس 1404,31-Dec-25,189
,"$342,208 ",$189.39 ,,$66.00 ,"AFN 15,752,596","AFN 12,500",پرداخت معاش محمد بصیر ولد محمد وکیل چوکیدار تعمیرللندر 6 بابت ماه قوس 1404,31-Dec-25,190
,"$342,286 ",$78.29 ,,$66.00 ,"AFN 15,757,763","AFN 5,167",پرداخت معاش باقیمانده میرویس ولد عبدالبصیر کاریگر للندر 6 بابت ماه قوس 1404,31-Dec-25,191
,"$342,430 ",$143.94 ,,$66.00 ,"AFN 15,767,263","AFN 9,500",پرداخت معاش باقیمانده عبدالمتین ولد نیک محمد کاریگر للندر 6 بابت ماه قوس 1404,31-Dec-25,192
,"$342,581 ",$151.52 ,,$66.00 ,"AFN 15,777,263","AFN 10,000",پرداخت معاش عبدالبصیر ولد رضا کاریگر للندر 6 بابت ماه قوس 1404,31-Dec-25,193
,"$342,592 ",$10.30 ,,$66.00 ,"AFN 15,777,943",AFN 680,"پرداخت برای مصارف نان چاشت حاجی عاشق الله , فرید و نورالدین قالبکار بابت خریدرای مواد قالبکاری به تعمیرللندر6",31-Dec-25,194
,"$342,819 ",$227.27 ,,$66.00 ,"AFN 15,792,943","AFN 15,000",پرداخت معاش باقیمانده انجنیر وحید الله ولد حبیب الله بابت ماه قوس 1404,31-Dec-25,195
,"$342,895 ",$75.76 ,,$66.00 ,"AFN 15,797,943","AFN 5,000",پیش پرداخت برای انجنیر وحید الله ولد حبیب الله بابت ماه جدی 1404,31-Dec-25,196
,"$343,595 ",$700.00 ,,$66.00 ,"AFN 15,844,143","AFN 46,200",پرداخت برای نورالدین بابت سیم تابی تعمیرللندر6,31-Dec-25,197
,"$344,595 ","$1,000.00 ",,$66.00 ,"AFN 15,910,143","AFN 66,000",پرداخت برای نورالدین قالبکاربابت سیم تابی تعمیرللندر6,3-Jan-26,198
,"$344,656 ",$61.07 ,,$65.50 ,"AFN 15,914,143","AFN 4,000",خریداری تیل پطرول به موتر هایلکس,6-Jan-26,199
,"$344,873 ",$217.42 ,,$66.00 ,"AFN 15,928,493","AFN 14,350","پرداخت برای مصارف روزانه  حاجی احسان الله سهاک در تعمیرللندر 6 از قبیل خریداری لابرتیپ ,کیک برای مهمانن , آب نوشیدنی, تیوب , تیل دیزل , تار رجه , دسته بیل , مواد ایزومات و ضد نم ",7-Jan-26,200
,"$344,966 ",$93.18 ,,$66.00 ,"AFN 15,934,643","AFN 6,150","پرداخت برای مصارف روزانه  حاجی احسان الله سهاک در تعمیرللندر 6 خریداری تیل دیزل , پل برش , دستکش , شش رخی , رول یک متره , کرا ی موتر به ریاست شهر سازی , تیل دیزل , آب نوشیدنی , مبلایل و میخ 4"" و میخ 12 "" به تعمیرللندر 6",7-Jan-26,201
,"$345,068 ",$102.12 ,,$66.00 ,"AFN 15,941,383","AFN 6,740","پرداخت برای مصارف روزانه  حاجی احسان الله سهاک در تعمیرللندر 6 خریداری گاز مایع , روب , روغن , گوشت , آب معدنی, کچالو , زردک , پیاز,میخ ساده و میخ فولادی , تیل دیزل به جنراتور , برای ترافیک بخاطر تخلیه 5 موتر سیخ گول و خرید میخ فولادی , لابرتیب به تعمیرللندر 6",7-Jan-26,202
,"$345,295 ",$226.67 ,,$66.00 ,"AFN 15,956,343","AFN 14,960","پرداخت برای مصارف روزانه  حاجی احسان الله سهاک در تعمیرللندر 6 پرداخت اجرت دو نفر کاریگر و یک نفر برقی بخاطر کانکریت ریزی ,خریداری گاز مایع , روب کلان , چای خشک , دال نخود, روغن مایع , ظرفشویی , گوشت ,کرای موتر , پول نان خشک , اجرت شش نفر مزدورکار ,خرید ساکت برق و فوتوکاپی نقشه های تعمیرللندر 6",7-Jan-26,203
,"$346,250 ",$954.55 ,,$66.00 ,"AFN 16,019,343","AFN 63,000",پرداخت برای برای سلیمان داودزی بابت خریداری کرش به تعمیرللندر6,7-Jan-26,204
,"$353,260 ","$7,010.61 ",,$66.00 ,"AFN 16,482,043","AFN 462,700",پرداخت برای نور گل بابت کندن کاری تعمیرللندر6,7-Jan-26,205
,"$354,257 ",$996.98 ,,$66.20 ,"AFN 16,548,043","AFN 66,000",پرداخت برای نورالدین بابت سیم تابی تعمیرللندر6,11-Jan-26,206
,"$354,287 ",$30.21 ,,$66.20 ,"AFN 16,550,043","AFN 2,000",خریداری تیل پطرول به موتر هایلکس به تعمیرللندر 6,11-Jan-26,207
,"$356,284 ","$1,996.98 ",,$66.30 ,"AFN 16,682,443","AFN 132,400",پرداخت برای نورالدین سیم تابی بابت تعمیرللندر6,14-Jan-26,208
,"$356,556 ",$271.49 ,,$66.30 ,"AFN 16,700,443","AFN 18,000",پرداخت برای نورالدین قالبکاری پایل های تحکیماتی  تعمیرللندر6,14-Jan-26,209
,"$357,767 ","$1,211.16 ",,$66.30 ,"AFN 16,780,743","AFN 80,300",پرداخت و تصفیه حساب مکمل علی داد مکسر کار بابت تعمیرللندر6,14-Jan-26,210
,"$357,782 ",$15.08 ,,$66.30 ,"AFN 16,781,743","AFN 1,000",پرداخت برای علی داد مکسر کاری بابت کرای انتقال مکسر کانکریت ریزی به تعمیرللندر6,14-Jan-26,211
,"$361,085 ","$3,303.17 ",,$66.30 ,"AFN 17,000,743","AFN 219,000",پرداخت برای شرکت ساختمانی سلیمان داودزی بابت خریداری کرش و ریگ به تعمیرللندر6,14-Jan-26,212
,"$381,231 ","$20,146.15 ",,$66.30 ,"AFN 18,336,433","AFN 1,335,690",پرداخت و تصفیه حساب مکمل نور گل بابت کندن کاری دو منزل تهکوی تعمیرللندر و اجرت ساعتوار اسکواتو در تعمیرللندر 6,14-Jan-26,213
,"$381,247 ",$15.08 ,,$66.30 ,"AFN 18,337,433","AFN 1,000",خریداری کارت مبایل به انجنیر وحیدالله بابت انترنت دو ماهه در تعمیرللندر6,14-Jan-26,214
,"$381,767 ",$520.00 ,$520 ,$66.30 ,"AFN 18,337,433",AFN 0,خریدرای سیم 1.5 ملی جستی به تعمیرللندر6,14-Jan-26,215
,"$381,917 ",$150.83 ,,$66.30 ,"AFN 18,347,433","AFN 10,000",پیش پرداخت برای انجنیر وحید الله ولد حبیب الله بابت ماه جدی 1404,15-Jan-26,216
,"$381,979 ",$61.84 ,,$66.30 ,"AFN 18,351,533","AFN 4,100",خریداری تیل پطرول به موتر هایلکس تعمیرللندر 6,15-Jan-26,217
,"$382,130 ",$150.94 ,,$66.25 ,"AFN 18,361,533","AFN 10,000",پرداخت معاش میرویس ولد عبدالبصیر بابت ماه جدی 1404 کاریگر تعمیرللندر 6,24-Jan-26,218
,"$382,281 ",$150.94 ,,$66.25 ,"AFN 18,371,533","AFN 10,000",پرداخت معاش عبدالبصیر ولد رضا کاریگر تعمیرللندر6 بابت ماه جدی 1404,24-Jan-26,219
,"$382,341 ",$60.38 ,,$66.25 ,"AFN 18,375,533","AFN 4,000",خریداری تیل پطرول به موتر هایلکس بابت تعمیرللندر 6,26-Jan-26,220
,"$382,493 ",$151.06 ,,$66.20 ,"AFN 18,385,533","AFN 10,000",پرداخت معاش عبدالمتین ولد نیک محمد کاریگر تعمیرللندر 6 بابت ماه جدی 1404,27-Jan-26,221
,"$382,719 ",$226.59 ,,$66.20 ,"AFN 18,400,533","AFN 15,000",پرداخت معاش باقیمانده انجنیر وحید الله ولد حبیب الله بابت تعمیرللندر 6,27-Jan-26,222
,"$382,911 ",$191.57 ,,$65.25 ,"AFN 18,413,033","AFN 12,500",پرداخت معاش عبدالبصیر ولد محمد وکیل چوکیدار تعمیرللندر 6 بابت ماه جدی 1404,29-Jan-26,223
,"$382,962 ",$51.08 ,,$65.25 ,"AFN 18,416,366","AFN 3,333",پرداخت معاش سردار ولی ولد صبرالله بابت ماه جدی 1404 کاریگر تعمیرللندر6,29-Jan-26,224
,"$383,013 ",$51.08 ,,$65.25 ,"AFN 18,419,699","AFN 3,333",پرداخت معاش صبرالله ولد الله محمد بابت ماه جدی 1404 کاریگر تعمیرللندر6,29-Jan-26,225
,"$383,069 ",$56.20 ,,$65.25 ,"AFN 18,423,366","AFN 3,667",پرداخت معاش علی محمد ولد جمعه خان بابت ماه جدی 1404 کاریگرتعمیرللندر6,29-Jan-26,226
,"$383,222 ",$153.26 ,,$65.25 ,"AFN 18,433,366","AFN 10,000",پرداخت معاش محمد نادر ولد صوفی مقبول شاه بابت ماه جدی 1404 کاریگر تعمیرللندر6,29-Jan-26,227
,"$385,580 ","$2,357.89 ",,$66.50 ,"AFN 18,590,166","AFN 156,800",پرداخت برای شیرباز بابت خریداری سنگ بولدر به تعمیرللندر 6,31-Jan-26,228
,"$386,080 ",$500.00 ,,$66.50 ,"AFN 18,623,416","AFN 33,250",پرداخت برای نورالدین بابت سیم تابی تعمیرللندر 6,31-Jan-26,229
,"$386,134 ",$54.00 ,$54 ,$66.50 ,"AFN 18,623,416",AFN 0,پرداخت برای شرکت زمزم استیل بابت خریداری سیم جستی 1.5 ملی به تعمیرللندر6 (بتاریخ 19 جنوری پرداخت گردیده و شامل راپور 31 گردیده ),31-Jan-26,230
,"$386,179 ",$45.11 ,,$66.50 ,"AFN 18,626,416","AFN 3,000",خریداری تیل پطرول به موتر هایلکس بابت تعمیرللندر 6,31-Jan-26,231
,"$386,293 ",$113.91 ,,$65.40 ,"AFN 18,633,866","AFN 7,450","پرداخت برای مصارفات روزانه حاجی احسان الله سهاک در تعمیرللندر 6 از قبیل اجرت سه نفر علی داد بخاطر کانکریت ریزی ,  کشیدن مکسر توسط کرن از تهکوی به روی زمین و دو نفر کاریگر ,خرید آب  کچالو , تیل دیزل به جنراتور ,",2-Feb-26,232
,"$386,354 ",$61.01 ,,$65.40 ,"AFN 18,637,856","AFN 3,990","پرداخت برای مصارفات روزانه حاجی احسان الله سهاک در تعمیرللندر 6 از قبیل خرید لحاف یک نفره , دسته بیل , کلند,جین کلفت ترکی , قفل  و پرداخت برای انجنیران ناحیه 4 بخاطر بازدید و امضا سیخ بندی  های تعمیرللندر 6",2-Feb-26,233
,"$386,398 ",$43.88 ,,$65.40 ,"AFN 18,640,726","AFN 2,870","پرداخت برای مصارفات روزانه حاجی احسان الله سهاک در تعمیرللندر 6 از قبیل خریداری گوشت , آب معدنی , مرچ تازه , گاز مایع ,بالشت ,چاینک و موا دخوراکه برای کاریگران تعمیرللندر 6",2-Feb-26,234
,"$386,753 ",$354.43 ,,$65.40 ,"AFN 18,663,906","AFN 23,180","پرداخت برای مصارفات روزانه حاجی احسان الله سهاک در تعمیرللندر 6 از قبیل پرداخت بل برق و کرای موتر بصیر, گاز مایع , گوشت , مرچ تازه , آب معدنی  , پرداخت برای خبازی بابت خرید نان خشک و کرای ماه دلو و شمس پلازا بابت کاریگران نورالدین ",2-Feb-26,235
,"$386,863 ",$110.55 ,,$65.40 ,"AFN 18,671,136","AFN 7,230","پرداخت برای مصارفات روزانه حاجی احسان الله سهاک در تعمیرللندر 6 از قبیل خریداری گاز مایع , رومی خشک , گوشت , سبزی , برنج , لوبیا , دالنخود , مایع ظرفشویی , پیاز , کچالو , سیر و کرای موتر و خرید دستکش به کاریگران تعمیرللندر 6",2-Feb-26,236
,"$386,886 ",$22.78 ,,$65.40 ,"AFN 18,672,626","AFN 1,490","پرداخت برای مصارفات روزانه حاجی احسان الله سهاک در تعمیرللندر 6 از قبیل خریداری تکه صافی , آب معدنی , ریگ شسته , پلاس , پیچکش , قفل , دبل , چکش آهنی و پیچ اسکرو به تعمیرللندر 6",2-Feb-26,237
,"$386,929 ",$42.68 ,,$65.60 ,"AFN 18,675,426","AFN 2,800",پرداخت برای مبلایل تبدیلی و فلتر مبلایل به موتر هایلکس بابت تعمیرللندر6,3-Feb-26,238
,"$387,924 ",$995.42 ,,$65.50 ,"AFN 18,740,626","AFN 65,200",پرداخت برای نورالدین بابت سیم تابی تعمیرللندر 6,4-Feb-26,239
,"$388,245 ",$320.61 ,,$65.50 ,"AFN 18,761,626","AFN 21,000",پرداخت برای برای مصارفات روزانه کاریگران نورالدین بخاطر توقف کار پروژه للندر6,4-Feb-26,240
,"$388,703 ",$458.02 ,,$65.50 ,"AFN 18,791,626","AFN 30,000",پرداخت برای نورالدین بابت سیم تابی تعمیرللندر 6 که بتاریخ 26 فبروری پرداخت گردیده بود,4-Feb-26,241
,"$388,761 ",$58.44 ,,$64.85 ,"AFN 18,795,416","AFN 3,790",خریداری تیل پطرول به موتر هایلکس بابت تعمیرللندر 6,5-Feb-26,242
,"$388,861 ",$100.00 ,,$65.00 ,"AFN 18,801,916","AFN 6,500",پیش پرداخت برای انجنیر وحید الله ولد حبیب الله بابت ماه دلو 1404 تعمیرللندر 6,7-Feb-26,243
,"$388,895 ",$34.39 ,,$64.85 ,"AFN 18,804,146","AFN 2,230",خریداری تیل پطرول به موتر هایلکس بابت تعمیرللندر 6,8-Feb-26,244
,"$388,911 ",$15.65 ,,$63.90 ,"AFN 18,805,146","AFN 1,000",خریداری تیل پطرول به موتر هایلکس بابت تعمیرللندر 6,15-Feb-26,245
,"$391,809 ","$2,897.64 ",,$63.50 ,"AFN 18,989,146","AFN 184,000",پرداخت برای حاجی عبدالکریم بابت خریداری سمنت به تعمیرللندر 6,16-Feb-26,246
,"$391,913 ",$103.94 ,,$63.50 ,"AFN 18,995,746","AFN 6,600",خریدرای سنگ سیاه ( اسپیسر ) به تعمیرللندر 6,16-Feb-26,247
,"$392,442 ",$529.13 ,,$63.50 ,"AFN 19,029,346","AFN 33,600",خریداری مواد ضد نم به کانکریت ریزی بالای سنگ بولدر تعمیرللندر 6,16-Feb-26,248
